recommendation_id,scenario_id,trial_number,fund_a,fund_b
016bad27-a182-4896-ac1d-daafa98ee88e,b8426ff5-c6f2-4f25-a259-764e993ffa29,65,68,32
da1e57bf-f65c-41e8-8507-38f84635cf5b,b8426ff5-c6f2-4f25-a259-764e993ffa29,66,50,50
226973c8-9b95-4394-aafa-14ae23a16e3d,b8426ff5-c6f2-4f25-a259-764e993ffa29,67,60,40
a3cbdf4d-a3ea-4cb5-aabd-c960cd0233e0,b8426ff5-c6f2-4f25-a259-764e993ffa29,68,72,28
69e23b73-f683-4a85-9ad0-ae1afd17d77a,b8426ff5-c6f2-4f25-a259-764e993ffa29,69,58,42
21130e49-0758-42e4-accf-01d7b8ce961b,b8426ff5-c6f2-4f25-a259-764e993ffa29,70,50,50
b59c33d5-ae2a-457b-80e1-b09165306af9,b8426ff5-c6f2-4f25-a259-764e993ffa29,71,56,44
aebd5071-9e16-49fd-9766-97dff930f5d7,4438925c-5c3f-4773-aa1d-de52214915b1,7,23,77
03c4fdc2-b96e-4eb1-9574-1d4132b6935f,b8426ff5-c6f2-4f25-a259-764e993ffa29,72,57,43
06d786e4-0e94-490a-b4ad-a5680c5c8e09,b8426ff5-c6f2-4f25-a259-764e993ffa29,73,38,62
e098d6a8-82b9-4d45-b9e5-ba4b3ad26ab4,4438925c-5c3f-4773-aa1d-de52214915b1,8,24,76
f8452cf7-181d-4511-8172-1debeb6a9f35,4438925c-5c3f-4773-aa1d-de52214915b1,9,29,71
06ad38cd-ba4a-4f4e-80b1-e0636a2339d1,b8426ff5-c6f2-4f25-a259-764e993ffa29,74,37,63
5bc38dc1-c7da-4911-8946-333bb03a9d18,b8426ff5-c6f2-4f25-a259-764e993ffa29,75,32,68
b054778d-0914-432d-b8d8-731e6987de68,b8426ff5-c6f2-4f25-a259-764e993ffa29,76,26,74
b28a0c4c-cdb8-4c88-b44f-e35804cd93c3,b8426ff5-c6f2-4f25-a259-764e993ffa29,77,27,73
e196294f-88db-4121-ae08-d65ff3ecf7e3,b8426ff5-c6f2-4f25-a259-764e993ffa29,78,28,72
97b49df4-5c71-4115-acae-b13f485deb75,b8426ff5-c6f2-4f25-a259-764e993ffa29,79,21,79
a5682c08-afaa-4fba-83a6-bcc010732bac,b8426ff5-c6f2-4f25-a259-764e993ffa29,80,30,70
72e08b5c-72b9-4e0b-9ed4-04e33643f59f,b8426ff5-c6f2-4f25-a259-764e993ffa29,81,32,68
b737e56e-7407-4892-b05e-83c16276bd56,b8426ff5-c6f2-4f25-a259-764e993ffa29,82,27,73
988a739e-faae-4af6-b90f-b419b63c9ade,4438925c-5c3f-4773-aa1d-de52214915b1,10,11,89
847d2ee8-1cce-461d-be22-bbd234dfae78,b8426ff5-c6f2-4f25-a259-764e993ffa29,83,39,61
f2914e1f-4a04-492d-80b2-deff61d0a5c2,b8426ff5-c6f2-4f25-a259-764e993ffa29,84,29,71
3c907139-e2ce-410e-9a44-756752004af0,b8426ff5-c6f2-4f25-a259-764e993ffa29,85,25,75
7e0cb712-826f-4963-9f9a-9d8ecb997445,b8426ff5-c6f2-4f25-a259-764e993ffa29,86,20,80
0dd11b2a-ff00-4ed5-b655-7ae58846277d,b8426ff5-c6f2-4f25-a259-764e993ffa29,87,22,78
dcda9b21-83eb-4613-9422-167450ea8058,b8426ff5-c6f2-4f25-a259-764e993ffa29,88,25,75
f20d8868-b52e-4b18-9ad8-b50bba2e78bf,b8426ff5-c6f2-4f25-a259-764e993ffa29,89,22,78
617e0d6d-3130-4e59-afcc-b5a2f36c56b3,b8426ff5-c6f2-4f25-a259-764e993ffa29,90,25,75
5fae4faf-4a4f-4141-8e26-34b4eabccfc4,4438925c-5c3f-4773-aa1d-de52214915b1,11,13,87
e5c18a3b-919a-4b1e-ac04-7c990e143cac,b8426ff5-c6f2-4f25-a259-764e993ffa29,91,28,72
e0d0de76-0f6a-4eab-98dd-5edda5d480f8,b8426ff5-c6f2-4f25-a259-764e993ffa29,92,16,84
c5551929-76ef-4f69-9d3e-b7f8445c28c8,b8426ff5-c6f2-4f25-a259-764e993ffa29,93,23,77
58321763-505c-4786-9fb0-d9ae7f267e1f,b8426ff5-c6f2-4f25-a259-764e993ffa29,94,16,84
629f8832-c11a-45be-b486-cc6fec3c7e04,b8426ff5-c6f2-4f25-a259-764e993ffa29,95,25,75
8a560245-f832-4bac-b41d-749171c4c4d2,4438925c-5c3f-4773-aa1d-de52214915b1,12,14,86
f245b62f-14ed-447a-8a79-627d562f12fb,b8426ff5-c6f2-4f25-a259-764e993ffa29,96,21,79
824136ec-d789-4b4e-b034-6cedd59d11f7,b8426ff5-c6f2-4f25-a259-764e993ffa29,97,27,73
287c6b4f-7477-42b2-a486-23fb7671d2d3,b8426ff5-c6f2-4f25-a259-764e993ffa29,98,30,70
1526d31b-e1ba-412e-ab75-7fd5386a0a64,b8426ff5-c6f2-4f25-a259-764e993ffa29,99,20,80
971ff7bc-13d7-4385-9aa9-1fd7fde01742,b8426ff5-c6f2-4f25-a259-764e993ffa29,100,35,65
51529509-400a-41a6-8c02-bc02a3ccd839,b8426ff5-c6f2-4f25-a259-764e993ffa29,101,32,68
f83157b3-73cf-496d-b0f3-5783504a241a,b8426ff5-c6f2-4f25-a259-764e993ffa29,102,26,74
e34153ed-332c-4de6-843f-9e026a683fb5,4438925c-5c3f-4773-aa1d-de52214915b1,13,6,94
be0c6c29-2a25-4388-b975-eada0cebfc2b,b8426ff5-c6f2-4f25-a259-764e993ffa29,103,39,61
6d01fa45-be69-429d-aeaf-373c3a49cb09,b8426ff5-c6f2-4f25-a259-764e993ffa29,104,39,61
7353b076-7344-44b3-b651-b9939e3da60b,b8426ff5-c6f2-4f25-a259-764e993ffa29,105,28,72
3282047b-c42d-49aa-8841-64c63b720664,4438925c-5c3f-4773-aa1d-de52214915b1,14,5,95
8da4291d-648a-49f7-a44c-c64b7a2ee425,b8426ff5-c6f2-4f25-a259-764e993ffa29,106,49,51
ae0c002c-a254-45c2-bea0-5eb29cf0caf6,b8426ff5-c6f2-4f25-a259-764e993ffa29,107,52,48
20eeb61c-870b-404d-936f-43a88e900472,b8426ff5-c6f2-4f25-a259-764e993ffa29,108,59,41
b43ba2ae-e1cb-49fd-bde5-10579003d783,b8426ff5-c6f2-4f25-a259-764e993ffa29,109,59,41
d4c4140d-b7a8-40a7-87fa-c3479aad34b5,b8426ff5-c6f2-4f25-a259-764e993ffa29,110,58,42
36c70fc3-d37d-4fe4-84c8-4513363aa873,b8426ff5-c6f2-4f25-a259-764e993ffa29,111,46,54
a186fbde-903e-4117-a14d-d18f6a33009e,b8426ff5-c6f2-4f25-a259-764e993ffa29,112,34,66
ee8ee8a0-061a-4701-b504-d41908573e02,b8426ff5-c6f2-4f25-a259-764e993ffa29,113,38,62
2ae66791-9344-4561-ad28-93128bbc52b1,b8426ff5-c6f2-4f25-a259-764e993ffa29,114,47,53
1dbc8131-8319-46d5-85e6-6faa92930d82,b8426ff5-c6f2-4f25-a259-764e993ffa29,115,37,63
75f4fa41-85ff-416d-a087-9f6bd0e73831,b8426ff5-c6f2-4f25-a259-764e993ffa29,116,29,71
b396934b-3d0a-47a4-b2a1-95577622b6d5,b8426ff5-c6f2-4f25-a259-764e993ffa29,117,47,53
08c93095-3182-4adc-8d85-374e29e6cfbd,b8426ff5-c6f2-4f25-a259-764e993ffa29,118,55,45
b1992e42-ba1b-4c6e-91b9-0c4056760e68,b8426ff5-c6f2-4f25-a259-764e993ffa29,119,63,37
7956bedb-3dde-4e3a-b5b7-237c483a6a42,b8426ff5-c6f2-4f25-a259-764e993ffa29,120,73,27
a2c4ec56-030f-4d98-b713-dbb886d60bd3,b8426ff5-c6f2-4f25-a259-764e993ffa29,121,64,36
4f3084e6-0942-4863-ac26-253c491e42a9,b8426ff5-c6f2-4f25-a259-764e993ffa29,122,64,36
f7820643-91c3-4eb4-ba19-8458e1e6defc,b8426ff5-c6f2-4f25-a259-764e993ffa29,123,57,43
ab6df816-d1d3-40d7-aad1-b50907e39b44,b8426ff5-c6f2-4f25-a259-764e993ffa29,124,54,46
2cbe339a-b3f6-4666-bb82-9d1ef9a48841,b8426ff5-c6f2-4f25-a259-764e993ffa29,125,67,33
c0eae304-42da-42ca-a6b8-e3d069a05b7a,b8426ff5-c6f2-4f25-a259-764e993ffa29,126,71,29
b9dc0d6a-12ed-4f25-934d-2f6332f7fbf7,b8426ff5-c6f2-4f25-a259-764e993ffa29,127,75,25
6e3eec24-0660-46f2-893a-7a775840e316,b8426ff5-c6f2-4f25-a259-764e993ffa29,128,77,23
bee77f3b-bfc6-4d25-860a-53e428dccace,b8426ff5-c6f2-4f25-a259-764e993ffa29,129,77,23
56cd60fa-e297-4371-b9a6-41c681677a81,b8426ff5-c6f2-4f25-a259-764e993ffa29,130,63,37
56592adc-2a6a-4223-bcab-b79295110c0c,b8426ff5-c6f2-4f25-a259-764e993ffa29,131,77,23
546141b6-d331-4f02-ae6e-b4fe4b8e6685,b8426ff5-c6f2-4f25-a259-764e993ffa29,132,72,28
011430e1-e072-45a8-916d-8d14a7e5948d,b8426ff5-c6f2-4f25-a259-764e993ffa29,133,78,22
7e733ce8-adb8-4d94-99e6-20f9eb7bdc10,b8426ff5-c6f2-4f25-a259-764e993ffa29,134,75,25
ab7a56fc-66b9-4415-815a-efaebdb914e4,b8426ff5-c6f2-4f25-a259-764e993ffa29,135,55,45
34a42d46-9816-483f-ac54-b519e0ba9f2d,b8426ff5-c6f2-4f25-a259-764e993ffa29,136,56,44
3a776a50-da23-4d91-a0d8-9a1187d42102,b8426ff5-c6f2-4f25-a259-764e993ffa29,137,51,49
dc8c8399-9c5f-4952-a509-298010f5bbb7,b8426ff5-c6f2-4f25-a259-764e993ffa29,138,55,45
5984e3a6-f6c0-447f-a5d2-0143418096ea,b8426ff5-c6f2-4f25-a259-764e993ffa29,139,52,48
cb876ca2-3c21-4bfa-a3d4-bd4ddc5c8a4a,b8426ff5-c6f2-4f25-a259-764e993ffa29,140,54,46
990b3deb-2d88-4200-8c7b-e6946f8aa3e2,b8426ff5-c6f2-4f25-a259-764e993ffa29,141,57,43
86dc97ba-4ea5-4335-b3b5-73eec893e8bc,b8426ff5-c6f2-4f25-a259-764e993ffa29,142,55,45
0689e0a1-ea35-47fd-b057-8c03378fac46,b8426ff5-c6f2-4f25-a259-764e993ffa29,143,56,44
1257d679-1ec4-4707-8929-4360d4015564,b8426ff5-c6f2-4f25-a259-764e993ffa29,144,56,44
81fb1d39-64bc-42ea-b68c-3a9f72b23dbf,b8426ff5-c6f2-4f25-a259-764e993ffa29,145,56,44
c2dd9869-1551-4b20-8b54-2811f2d00341,b8426ff5-c6f2-4f25-a259-764e993ffa29,146,54,46
9c8d2a88-4232-4b6f-b739-239afe4eeaef,b8426ff5-c6f2-4f25-a259-764e993ffa29,147,57,43
52d10388-f0d3-4323-bd84-86363611cf3d,b8426ff5-c6f2-4f25-a259-764e993ffa29,148,57,43
4f37b052-019f-423c-b9de-1b0a558fe8a7,b8426ff5-c6f2-4f25-a259-764e993ffa29,149,60,40
33962884-80cc-4bd3-a55c-354483dd89e5,4438925c-5c3f-4773-aa1d-de52214915b1,15,7,93
9168adaf-8b07-4303-841e-ddcda2695600,b8426ff5-c6f2-4f25-a259-764e993ffa29,150,58,42
08a0e61e-ce88-4b19-8eb9-60ef69149f1a,b8426ff5-c6f2-4f25-a259-764e993ffa29,151,63,37
41656d66-53f3-4efe-a54a-ae3744cd7c76,b8426ff5-c6f2-4f25-a259-764e993ffa29,152,43,57
f446de6f-a59e-4063-adbb-029cdd3ecfdb,b8426ff5-c6f2-4f25-a259-764e993ffa29,153,56,44
0445b49d-1ce5-462c-ab08-878d893d4461,b8426ff5-c6f2-4f25-a259-764e993ffa29,154,55,45
f87703e0-3d85-4b39-8376-c21aeddff699,b8426ff5-c6f2-4f25-a259-764e993ffa29,155,46,54
7b4d2438-54c2-40f2-9ccf-809a95300fd1,b8426ff5-c6f2-4f25-a259-764e993ffa29,156,30,70
ed0b9438-418e-4cf9-b496-d1b2cfb19f59,b8426ff5-c6f2-4f25-a259-764e993ffa29,157,41,59
750da333-fbe6-4354-92c6-10194bac9959,b8426ff5-c6f2-4f25-a259-764e993ffa29,158,37,63
d9b05a5d-56b7-4805-8032-e82645639d50,b8426ff5-c6f2-4f25-a259-764e993ffa29,159,25,75
c4b4df68-a8fb-439c-a7f7-361ea0e11ee8,b8426ff5-c6f2-4f25-a259-764e993ffa29,160,23,77
0322d15e-1299-4fd0-99f6-67255d349d90,b8426ff5-c6f2-4f25-a259-764e993ffa29,161,22,78
2a1623b1-76a0-4fba-930a-ffdd3d9259d7,4438925c-5c3f-4773-aa1d-de52214915b1,16,4,96
e5d3061c-d223-4df9-912e-2e30e5ed94b3,b8426ff5-c6f2-4f25-a259-764e993ffa29,162,20,80
fa2a1231-0beb-4e26-aa02-550360e3af01,b8426ff5-c6f2-4f25-a259-764e993ffa29,163,22,78
d691a319-25da-4251-a88a-c9bb9ed5a78c,b8426ff5-c6f2-4f25-a259-764e993ffa29,164,14,86
f770adf3-b2bf-49d6-a085-9cbb1a10134b,b8426ff5-c6f2-4f25-a259-764e993ffa29,165,27,73
ba795bce-3b26-4a97-8b0d-fc42532ee532,b8426ff5-c6f2-4f25-a259-764e993ffa29,166,31,69
241613d9-f0b5-48a0-bca2-fe253eb0b15b,4438925c-5c3f-4773-aa1d-de52214915b1,17,5,95
6d1ae2aa-3538-4f7a-ab2d-e98355b63e03,b8426ff5-c6f2-4f25-a259-764e993ffa29,167,31,69
6f5ec065-7d74-4653-8486-2fd4252a81ff,b8426ff5-c6f2-4f25-a259-764e993ffa29,168,27,73
2348c20e-2c29-43cc-8a11-81e51adb2e0d,b8426ff5-c6f2-4f25-a259-764e993ffa29,169,27,73
b049bf62-266e-482b-9712-b6d85f045f03,4438925c-5c3f-4773-aa1d-de52214915b1,18,4,96
cb4bc620-e276-4c0f-81d7-a4c4b9fd941a,b8426ff5-c6f2-4f25-a259-764e993ffa29,170,24,76
3215f505-50a3-4352-9caa-28020cdfd6c9,b8426ff5-c6f2-4f25-a259-764e993ffa29,171,24,76
9126319a-e85f-46b4-af7b-283f9cb4e42d,b8426ff5-c6f2-4f25-a259-764e993ffa29,172,31,69
3f29ea9b-f45d-44d0-b9d6-6347153cc318,b8426ff5-c6f2-4f25-a259-764e993ffa29,173,36,64
671d063f-ea63-4ab2-8196-d2493f045d93,b8426ff5-c6f2-4f25-a259-764e993ffa29,174,31,69
c4caebbc-3444-41df-91b7-b560b7675cb2,b8426ff5-c6f2-4f25-a259-764e993ffa29,175,37,63
7c28f698-cb19-46b0-9b4c-192030def43d,b8426ff5-c6f2-4f25-a259-764e993ffa29,176,39,61
82170f40-d8ad-46ee-8f9d-32b73751e6f2,b8426ff5-c6f2-4f25-a259-764e993ffa29,177,50,50
88e45037-4d13-4870-aac1-93024237171c,b8426ff5-c6f2-4f25-a259-764e993ffa29,178,48,52
8250c8fd-9d03-4570-9625-93de65d20b07,b8426ff5-c6f2-4f25-a259-764e993ffa29,179,59,41
3260d5ed-6022-4669-bc66-ca87c6b8fa30,b8426ff5-c6f2-4f25-a259-764e993ffa29,180,63,37
53deaea6-9da4-4a67-a6d7-e88393b0b246,4438925c-5c3f-4773-aa1d-de52214915b1,19,1,99
982b5e99-53be-47ba-92e0-ecd64d164a5a,b8426ff5-c6f2-4f25-a259-764e993ffa29,181,53,47
6e6e339c-d089-4178-a842-35ca312efe43,b8426ff5-c6f2-4f25-a259-764e993ffa29,182,55,45
c6c12660-62d7-43a6-b2cf-74929218f633,b8426ff5-c6f2-4f25-a259-764e993ffa29,183,66,34
31b0dc46-e3fd-4f20-b825-11cfa2a7fca4,b8426ff5-c6f2-4f25-a259-764e993ffa29,184,62,38
89db75c2-ed5e-4973-992d-ce4521303eb2,b8426ff5-c6f2-4f25-a259-764e993ffa29,185,49,51
8e83c439-3a3e-4aa9-9528-f16c40e240ca,b8426ff5-c6f2-4f25-a259-764e993ffa29,186,42,58
86664191-9875-4425-8c4a-b74970247314,b8426ff5-c6f2-4f25-a259-764e993ffa29,187,37,63
36cea4e5-1d96-416c-aec4-8b7f4d675527,b8426ff5-c6f2-4f25-a259-764e993ffa29,188,48,52
5c85cd5d-a3ad-4a3d-8afd-3fff21d95072,4438925c-5c3f-4773-aa1d-de52214915b1,20,1,99
bb076d38-7388-4700-bca6-4210867edfa8,b8426ff5-c6f2-4f25-a259-764e993ffa29,189,50,50
7ad8efd2-66dc-4eaa-85ce-e18da4681c82,b8426ff5-c6f2-4f25-a259-764e993ffa29,190,63,37
2da0c63d-5e91-421c-b177-ba28ccded8ba,b8426ff5-c6f2-4f25-a259-764e993ffa29,191,53,47
63622e6a-ce61-4564-8348-351b8e00d8b6,b8426ff5-c6f2-4f25-a259-764e993ffa29,192,67,33
3d0aa44b-90e4-454c-9b08-daa390ee122c,b8426ff5-c6f2-4f25-a259-764e993ffa29,193,66,34
50df5fae-fa86-4d0c-aff5-ec809f9bf04f,b8426ff5-c6f2-4f25-a259-764e993ffa29,194,69,31
95875d2a-b3f2-4c97-a7d4-07955f1d5dd6,b8426ff5-c6f2-4f25-a259-764e993ffa29,195,68,32
7554f78e-3764-4957-91dc-08358358577b,b8426ff5-c6f2-4f25-a259-764e993ffa29,196,66,34
f57d811c-1e29-4ee9-a5f4-e9ec8f1533f7,b8426ff5-c6f2-4f25-a259-764e993ffa29,197,72,28
fd023171-0dd4-473c-9b64-b630e03cc031,b8426ff5-c6f2-4f25-a259-764e993ffa29,198,58,42
113630ad-e98f-47f1-b530-bf351f7fb321,b8426ff5-c6f2-4f25-a259-764e993ffa29,199,54,46
a22359ad-ac4f-41fe-a0fe-6f5eabe76950,4438925c-5c3f-4773-aa1d-de52214915b1,21,2,98
dc3ceba8-9562-4874-8334-373185864c35,b8426ff5-c6f2-4f25-a259-764e993ffa29,200,60,40
9e8e3f0e-f0dc-477f-a97f-2cba7d173bce,b8426ff5-c6f2-4f25-a259-764e993ffa29,201,54,46
f360bff2-7587-41e8-9119-52e75b769eb8,4438925c-5c3f-4773-aa1d-de52214915b1,22,1,99
b64ea6c2-0552-43e3-8fe0-4b3b5acac792,b8426ff5-c6f2-4f25-a259-764e993ffa29,202,51,49
0e29b260-2b91-4e52-95d6-4e0514615889,b8426ff5-c6f2-4f25-a259-764e993ffa29,203,52,48
7ec48e22-2683-4259-aec0-1cad00574a49,b8426ff5-c6f2-4f25-a259-764e993ffa29,204,49,51
c523d11a-c791-4ed5-b700-b0fe0f7bcc3c,b8426ff5-c6f2-4f25-a259-764e993ffa29,205,56,44
c50e4cd3-ecaf-47fc-aa12-cb575b68974b,b8426ff5-c6f2-4f25-a259-764e993ffa29,206,64,36
81c668bf-dad3-453a-90ec-dc55fbda99b5,b8426ff5-c6f2-4f25-a259-764e993ffa29,207,67,33
e411201b-8af7-4bb0-8563-c18345d83504,b8426ff5-c6f2-4f25-a259-764e993ffa29,208,61,39
05c0a40d-fcf9-4ea8-9604-36dcad6fc881,b8426ff5-c6f2-4f25-a259-764e993ffa29,209,42,58
349ad709-6e3d-4850-8010-c53fb48e7ceb,b8426ff5-c6f2-4f25-a259-764e993ffa29,210,58,42
7a1db822-40f7-412d-af1a-49300a4f0951,b8426ff5-c6f2-4f25-a259-764e993ffa29,211,52,48
