trial_id,session_id,trial_number,return_a,return_b,created_at
911bfad3-9d00-490a-a74f-5219bfa5959d,24c846f7-8c09-4270-904e-616d003cb73d,17,null,null,2025-04-21 15:53:12.814375+00
c9fa6c4a-bdbf-49d0-a3e1-046d52a328cb,24c846f7-8c09-4270-904e-616d003cb73d,20,null,null,2025-04-21 15:53:38.520309+00
f9a1b0dd-c4cd-48db-936e-d576aa1c2361,24c846f7-8c09-4270-904e-616d003cb73d,23,null,null,2025-04-21 15:53:52.368327+00
231b41b0-0597-46c3-929b-b7bd34621566,24c846f7-8c09-4270-904e-616d003cb73d,26,null,null,2025-04-21 15:54:06.046824+00
dc2eaae1-e15f-47cf-a47f-9fc490810d59,24c846f7-8c09-4270-904e-616d003cb73d,29,null,null,2025-04-21 15:54:22.995565+00
9ebc74f3-3908-42ad-aa97-69e94418df06,24c846f7-8c09-4270-904e-616d003cb73d,32,null,null,2025-04-21 15:54:44.446462+00
b0a93b3c-6dc5-4d17-838d-20f36cab91ee,24c846f7-8c09-4270-904e-616d003cb73d,35,null,null,2025-04-21 15:54:58.651319+00
c5124780-28d4-4a38-9d61-2de4930232e8,24c846f7-8c09-4270-904e-616d003cb73d,38,null,null,2025-04-21 15:55:11.672493+00
efd5e673-bf6e-4de7-8f15-ebdd29f681fc,24c846f7-8c09-4270-904e-616d003cb73d,41,null,null,2025-04-21 15:55:38.395952+00
87a8fb44-dbcf-4332-b528-89e9e378525a,24c846f7-8c09-4270-904e-616d003cb73d,44,null,null,2025-04-21 15:55:56.156188+00
b7442f7c-8942-493c-a9cb-3a8f13454e2f,24c846f7-8c09-4270-904e-616d003cb73d,47,null,null,2025-04-21 15:56:09.991722+00
fa325ba1-2160-4ccd-98f0-b9ed78cc4779,24c846f7-8c09-4270-904e-616d003cb73d,50,null,null,2025-04-21 15:57:48.440517+00
e599c142-fe69-423d-ad5a-9bbb98da749b,24c846f7-8c09-4270-904e-616d003cb73d,53,null,null,2025-04-21 15:57:59.987127+00
555a354e-c863-4829-848b-99368d54f7db,24c846f7-8c09-4270-904e-616d003cb73d,56,null,null,2025-04-21 15:58:11.014335+00
ba59671a-f8b4-45e2-888d-025f3aae2e3a,24c846f7-8c09-4270-904e-616d003cb73d,59,null,null,2025-04-21 15:58:22.751191+00
328a016e-c68b-4546-9d73-772291be5a83,24c846f7-8c09-4270-904e-616d003cb73d,62,null,null,2025-04-21 15:58:38.939471+00
4b288f87-d2d2-479d-b9b2-dde99f2d26ff,24c846f7-8c09-4270-904e-616d003cb73d,65,null,null,2025-04-21 15:58:48.886336+00
8951a025-2989-4235-9dc6-9c2c26a1b420,24c846f7-8c09-4270-904e-616d003cb73d,68,null,null,2025-04-21 15:58:59.649959+00
40aac0a4-daed-4b88-8549-079558071ad4,24c846f7-8c09-4270-904e-616d003cb73d,194,null,null,2025-04-21 15:59:09.16485+00
33d96370-f8d4-4dee-a462-664f06ecf501,24c846f7-8c09-4270-904e-616d003cb73d,197,null,null,2025-04-21 15:59:23.666557+00
811ce758-0aaa-4e41-b76d-dd14d72999ae,24c846f7-8c09-4270-904e-616d003cb73d,200,null,null,2025-04-21 15:59:34.087693+00
d008e0e9-49b0-47c9-adcf-8139a540923f,24c846f7-8c09-4270-904e-616d003cb73d,203,null,null,2025-04-21 16:00:25.118919+00
790662ee-e515-471a-b85f-305a2da68246,24c846f7-8c09-4270-904e-616d003cb73d,206,null,null,2025-04-21 16:00:35.192625+00
3f53b2cd-3ed7-4b83-b5ea-c72080f9ba0a,24c846f7-8c09-4270-904e-616d003cb73d,209,null,null,2025-04-21 16:00:52.162587+00
dda2eea1-2f64-4b1a-a89a-4756f932ddad,24c846f7-8c09-4270-904e-616d003cb73d,212,null,null,2025-04-21 16:01:02.557483+00
3603dcdb-031f-4b7c-90ad-6f13af80c4a4,24c846f7-8c09-4270-904e-616d003cb73d,215,null,null,2025-04-21 16:01:13.495271+00
8dd2fbac-f7cd-40d7-86ed-fd62730f8e2a,24c846f7-8c09-4270-904e-616d003cb73d,218,null,null,2025-04-21 16:01:24.490052+00
86f63365-6513-40e4-ac7f-530afc1f360a,24c846f7-8c09-4270-904e-616d003cb73d,230,null,null,2025-04-21 16:02:04.081668+00
d406f10b-28c2-46e0-9fb3-7f7214d5d68c,24c846f7-8c09-4270-904e-616d003cb73d,233,null,null,2025-04-21 16:02:13.835747+00
28a5233c-5044-4bba-93a7-a250d04e277e,24c846f7-8c09-4270-904e-616d003cb73d,236,null,null,2025-04-21 16:02:23.229596+00
5478824c-05de-4df1-ad21-5d9f74e64406,24c846f7-8c09-4270-904e-616d003cb73d,239,null,null,2025-04-21 16:02:32.55245+00
12e2b86e-d7e9-452c-acf1-f8b4bfb225ae,24c846f7-8c09-4270-904e-616d003cb73d,242,null,null,2025-04-21 16:02:41.019314+00
eecbee4f-4743-4c3c-8ea6-2382cf663685,24c846f7-8c09-4270-904e-616d003cb73d,245,null,null,2025-04-21 16:02:51.505079+00
03b99318-99a1-49ec-aa34-bd98780dd7df,10d83f1f-77eb-44c5-8bb6-a7ecb25c8227,6,null,null,2025-04-21 16:02:58.397773+00
a6c53a7b-164e-423d-bc54-60450f35964f,24c846f7-8c09-4270-904e-616d003cb73d,248,null,null,2025-04-21 16:02:59.694754+00
15f1e8da-f6c2-42a0-b99b-f58a40cdb079,24c846f7-8c09-4270-904e-616d003cb73d,251,null,null,2025-04-21 16:03:12.553254+00
0f79b039-da7e-465b-8144-1ba083477702,24c846f7-8c09-4270-904e-616d003cb73d,8,null,null,2025-04-21 16:03:22.923273+00
f3b3df82-f031-4985-9bc1-ccfa7b64d3f2,10d83f1f-77eb-44c5-8bb6-a7ecb25c8227,160,null,null,2025-04-21 16:03:43.807218+00
a2aa9008-6bc8-4c20-b08c-8f6f752e4ca3,10d83f1f-77eb-44c5-8bb6-a7ecb25c8227,40,null,null,2025-04-21 16:04:39.665602+00
f74ab7a1-c871-4143-8721-1adb860f6fe7,10d83f1f-77eb-44c5-8bb6-a7ecb25c8227,62,null,null,2025-04-21 16:05:12.157832+00
27bba4cf-0a1f-4ec2-a33b-b94a896d2875,10d83f1f-77eb-44c5-8bb6-a7ecb25c8227,5,0.249674777111631,0.979564491802584,2025-04-21 16:05:45.981852+00
3cc8b695-a00b-4922-a711-0231a45aba20,24c846f7-8c09-4270-904e-616d003cb73d,64,null,null,2025-04-21 16:06:20.887191+00
2d3e0e5a-01a9-432d-99a7-b59140c28d5b,24c846f7-8c09-4270-904e-616d003cb73d,67,null,null,2025-04-21 16:06:28.788725+00
a974ca83-2481-45bb-9923-15813df81aed,24c846f7-8c09-4270-904e-616d003cb73d,70,null,null,2025-04-21 16:06:36.1491+00
78ee07da-bbb2-4c60-a31a-39845d8a8926,24c846f7-8c09-4270-904e-616d003cb73d,73,null,null,2025-04-21 16:06:42.941205+00
63a04ed0-76ce-4f99-97ec-149155a05fc0,24c846f7-8c09-4270-904e-616d003cb73d,76,null,null,2025-04-21 16:06:50.709346+00
c5015d2d-0517-4168-9e75-40efb58f61bf,24c846f7-8c09-4270-904e-616d003cb73d,79,null,null,2025-04-21 16:06:58.22356+00
db152164-e40e-43bd-bb4c-7f489a39d207,24c846f7-8c09-4270-904e-616d003cb73d,82,null,null,2025-04-21 16:07:05.67086+00
b68b829b-1fc4-4ebc-9c03-15fe460c9f85,24c846f7-8c09-4270-904e-616d003cb73d,85,null,null,2025-04-21 16:07:13.278067+00
3bcaf24b-45bc-41df-b9cb-ee99b0914a50,24c846f7-8c09-4270-904e-616d003cb73d,88,null,null,2025-04-21 16:07:20.62232+00
75b490f1-44d6-4c95-ad15-be3ced68784e,24c846f7-8c09-4270-904e-616d003cb73d,91,null,null,2025-04-21 16:07:28.58764+00
f6cfcb68-b4ba-49d0-8586-751c0469d5a0,24c846f7-8c09-4270-904e-616d003cb73d,94,null,null,2025-04-21 16:07:36.295633+00
8e0a81c6-ef10-4cde-8ac1-c80c3b5b3211,24c846f7-8c09-4270-904e-616d003cb73d,97,null,null,2025-04-21 16:07:43.15196+00
de69361e-a896-4327-92bd-e934538d20be,24c846f7-8c09-4270-904e-616d003cb73d,103,null,null,2025-04-21 16:08:00.989323+00
4ef5999c-4ab0-4189-8375-84c2b6c2eada,24c846f7-8c09-4270-904e-616d003cb73d,106,null,null,2025-04-21 16:08:08.680792+00
8dc7dcf5-44a8-4df9-94ff-973b4619e2ed,24c846f7-8c09-4270-904e-616d003cb73d,109,null,null,2025-04-21 16:08:16.052292+00
22ec5abb-66f1-4445-b74c-63a56bb26265,24c846f7-8c09-4270-904e-616d003cb73d,112,null,null,2025-04-21 16:08:24.626675+00
e0be7f52-8bf5-4e3d-b0dc-1b8cb5e528b7,24c846f7-8c09-4270-904e-616d003cb73d,115,null,null,2025-04-21 16:08:32.304263+00
184565a3-36bb-4fe2-a9d2-22fde5062324,24c846f7-8c09-4270-904e-616d003cb73d,118,null,null,2025-04-21 16:08:39.39284+00
a1d89df0-6781-4529-945e-f9b0a640eab8,24c846f7-8c09-4270-904e-616d003cb73d,121,null,null,2025-04-21 16:09:04.152944+00
7569b299-fa42-4922-bd20-b2094e4725f9,24c846f7-8c09-4270-904e-616d003cb73d,52,null,null,2025-04-21 16:09:19.011683+00
32423216-155c-4160-b52f-aeab4f7241bb,24c846f7-8c09-4270-904e-616d003cb73d,55,null,null,2025-04-21 16:09:29.117385+00
91a07bb7-b6d2-43e6-b1d6-92e2db620c59,24c846f7-8c09-4270-904e-616d003cb73d,58,null,null,2025-04-21 16:09:37.057593+00
3ada1f2a-5bb2-4451-996b-cfee65df649d,24c846f7-8c09-4270-904e-616d003cb73d,61,null,null,2025-04-21 16:09:43.996123+00
aa6670c7-175f-41f5-8c62-14808f1f103d,24c846f7-8c09-4270-904e-616d003cb73d,100,0.00251994750151447,0.074149643890819,2025-04-21 16:07:53.542123+00
7752350d-4689-4d9d-91f4-ea166b66bcf9,e1202062-98b5-445a-98f9-a72c35e6252e,33,null,null,2025-04-21 16:56:51.942611+00
62b16972-e765-4ee4-b2c5-269181d3005f,e1202062-98b5-445a-98f9-a72c35e6252e,36,null,null,2025-04-21 16:57:41.288489+00
62526dfd-6f35-460e-b966-55a7de0eae29,e1202062-98b5-445a-98f9-a72c35e6252e,39,null,null,2025-04-21 16:58:10.817839+00
dfb38ab2-15a5-491a-aed9-2594cb89252c,e1202062-98b5-445a-98f9-a72c35e6252e,42,null,null,2025-04-21 16:58:37.383113+00
da05dfed-ea10-42ba-83d4-22f667bdda7e,e1202062-98b5-445a-98f9-a72c35e6252e,45,null,null,2025-04-21 16:59:10.231164+00
ecfc148e-f368-442e-896e-470aaa4dab59,e1202062-98b5-445a-98f9-a72c35e6252e,48,null,null,2025-04-21 16:59:36.05646+00
3961f7b6-429d-4691-9de8-a178479b124f,e1202062-98b5-445a-98f9-a72c35e6252e,51,null,null,2025-04-21 17:00:03.217655+00
7d72332c-c755-4054-8643-dbddcb330201,e1202062-98b5-445a-98f9-a72c35e6252e,54,null,null,2025-04-21 17:00:26.726764+00
2d679346-9629-4c5d-9614-67893b9432c4,e1202062-98b5-445a-98f9-a72c35e6252e,57,null,null,2025-04-21 17:00:56.580462+00
c3966296-46a9-4f4d-a721-8eb4e288e2f2,e1202062-98b5-445a-98f9-a72c35e6252e,60,null,null,2025-04-21 17:01:15.050795+00
8fe86e19-98ff-4a46-8c3e-3314be129aa0,e1202062-98b5-445a-98f9-a72c35e6252e,63,null,null,2025-04-21 17:01:35.224451+00
f9ce428a-3b01-4e11-8a7a-5ffd14592bab,e1202062-98b5-445a-98f9-a72c35e6252e,66,null,null,2025-04-21 17:01:54.294073+00
fb658b2c-9730-40ab-93d2-971ff7a1a07b,e1202062-98b5-445a-98f9-a72c35e6252e,69,null,null,2025-04-21 17:02:11.292576+00
4f8e987d-2676-4ea3-ab91-9380de73245f,e1202062-98b5-445a-98f9-a72c35e6252e,72,null,null,2025-04-21 17:02:30.249206+00
008e25a1-391d-4ed8-b05e-2ed4122904a0,e1202062-98b5-445a-98f9-a72c35e6252e,75,null,null,2025-04-21 17:02:46.523601+00
b63b4448-b8e9-4cbc-941c-4349c483a708,e1202062-98b5-445a-98f9-a72c35e6252e,78,null,null,2025-04-21 17:03:01.32717+00
47791204-b104-4d57-9070-91c1b86113d5,e1202062-98b5-445a-98f9-a72c35e6252e,81,null,null,2025-04-21 17:03:25.743343+00
14414953-b697-472f-90f4-52bdc994bbc8,e1202062-98b5-445a-98f9-a72c35e6252e,84,null,null,2025-04-21 17:03:52.20044+00
90f9c204-afde-42e9-8ca7-79e9c73a2320,e1202062-98b5-445a-98f9-a72c35e6252e,87,null,null,2025-04-21 17:04:11.453154+00
c291260d-fc84-4595-860e-72c810a34468,e1202062-98b5-445a-98f9-a72c35e6252e,90,null,null,2025-04-21 17:04:28.32164+00
b16ab2ae-1fc0-49cf-afdc-05f457c08922,e1202062-98b5-445a-98f9-a72c35e6252e,122,null,null,2025-04-21 17:04:45.69035+00
6e590442-0cc2-48e8-990b-d0b366775f60,e1202062-98b5-445a-98f9-a72c35e6252e,125,null,null,2025-04-21 17:05:10.034496+00
a1468302-d6a5-4787-b51d-9d4a65f01203,e1202062-98b5-445a-98f9-a72c35e6252e,128,null,null,2025-04-21 17:05:27.853665+00
2166271b-90f6-4480-ac1a-ebb6046c783b,e1202062-98b5-445a-98f9-a72c35e6252e,131,null,null,2025-04-21 17:05:43.754338+00
8a272120-61b3-40f6-be17-6f6646eb18cc,e1202062-98b5-445a-98f9-a72c35e6252e,134,null,null,2025-04-21 17:06:06.109074+00
e3c7b316-0a97-4e5c-9cbe-5f98a5889cfd,e1202062-98b5-445a-98f9-a72c35e6252e,137,null,null,2025-04-21 17:06:24.315343+00
8e26fbd3-cf0c-4d99-a1fe-c780add9237d,e1202062-98b5-445a-98f9-a72c35e6252e,140,null,null,2025-04-21 17:06:40.042447+00
f1e4cf0c-4e9b-41db-b147-4326a833991e,e1202062-98b5-445a-98f9-a72c35e6252e,143,null,null,2025-04-21 17:06:56.94919+00
019aadf1-58f2-4213-b3e5-4684c5ef7873,e1202062-98b5-445a-98f9-a72c35e6252e,146,null,null,2025-04-21 17:07:12.406044+00
e6e4a082-4313-4514-8c36-19bb08fb2632,e1202062-98b5-445a-98f9-a72c35e6252e,149,null,null,2025-04-21 17:07:29.874607+00
06fe046b-379c-4f11-ba99-12104f35c5a3,e1202062-98b5-445a-98f9-a72c35e6252e,152,null,null,2025-04-21 17:07:49.057967+00
a9441c88-8a77-4d05-8116-acf714d6815d,e1202062-98b5-445a-98f9-a72c35e6252e,155,null,null,2025-04-21 17:08:08.742417+00
418479a7-05c5-4f32-af0c-2d2b0855de08,e1202062-98b5-445a-98f9-a72c35e6252e,158,null,null,2025-04-21 17:08:28.713427+00
602f3296-7547-4e58-a928-aebc5dd6b652,e1202062-98b5-445a-98f9-a72c35e6252e,161,null,null,2025-04-21 17:09:56.70644+00
82c1b527-90eb-474a-b8b4-f91d61e3c138,e1202062-98b5-445a-98f9-a72c35e6252e,164,null,null,2025-04-21 17:10:16.750403+00
6704cf26-a0cc-44f6-bf5d-3a52e5443e1c,e1202062-98b5-445a-98f9-a72c35e6252e,167,null,null,2025-04-21 17:10:32.948825+00
33ce1363-8069-4b83-92a9-90f7745dca28,e1202062-98b5-445a-98f9-a72c35e6252e,170,null,null,2025-04-21 17:10:47.53746+00
cb737955-2b2a-4398-b7bc-a442019dceed,e1202062-98b5-445a-98f9-a72c35e6252e,173,null,null,2025-04-21 17:11:02.146654+00
9140f1e3-e726-4e82-bad5-b5580fd6cdfd,e1202062-98b5-445a-98f9-a72c35e6252e,176,null,null,2025-04-21 17:11:15.81708+00
3a9798df-400b-4550-b8b2-be0a8b5a0b05,e1202062-98b5-445a-98f9-a72c35e6252e,179,null,null,2025-04-21 17:11:29.870036+00
11160063-984c-4d15-adb8-500ae59710c1,e1202062-98b5-445a-98f9-a72c35e6252e,172,null,null,2025-04-21 17:11:46.47697+00
d3f5527e-984c-430c-a866-fe06d74962e6,e1202062-98b5-445a-98f9-a72c35e6252e,175,null,null,2025-04-21 17:12:00.516445+00
9e4c1729-bbfe-423d-8879-5aa4eadc505b,e1202062-98b5-445a-98f9-a72c35e6252e,178,null,null,2025-04-21 17:12:16.394471+00
0af800ad-c356-4cf6-bfca-3267677e3076,e1202062-98b5-445a-98f9-a72c35e6252e,181,null,null,2025-04-21 17:12:33.779278+00
3974b64d-dd47-46a9-b993-2f7d5dd3f8d4,e1202062-98b5-445a-98f9-a72c35e6252e,184,null,null,2025-04-21 17:12:49.99626+00
806134ec-c26a-431e-9597-223acfec460a,e1202062-98b5-445a-98f9-a72c35e6252e,187,null,null,2025-04-21 17:13:05.517034+00
9b80d218-e4b5-4c24-b1e7-25fe9c4c5176,e1202062-98b5-445a-98f9-a72c35e6252e,190,null,null,2025-04-21 17:13:21.281396+00
6fbe858a-2615-4a56-9501-cb87991cbbac,e1202062-98b5-445a-98f9-a72c35e6252e,193,null,null,2025-04-21 17:13:34.958311+00
9900794e-db8f-4844-82d1-21612682c7a7,e1202062-98b5-445a-98f9-a72c35e6252e,196,null,null,2025-04-21 17:13:49.833328+00
1a12b04a-f7ec-4c24-aeea-f67f9d1042f8,e1202062-98b5-445a-98f9-a72c35e6252e,199,null,null,2025-04-21 17:14:08.104049+00
8efc7a59-ba7a-4116-b57c-14181c068baa,e1202062-98b5-445a-98f9-a72c35e6252e,202,null,null,2025-04-21 17:14:24.435969+00
d3d84ef6-8a73-4c85-9d1c-6c0abd707f6c,e1202062-98b5-445a-98f9-a72c35e6252e,205,null,null,2025-04-21 17:14:37.746891+00
fb83477d-cb1d-4aa0-8086-25f4529728fc,e1202062-98b5-445a-98f9-a72c35e6252e,208,null,null,2025-04-21 17:14:54.041948+00
e1cd1981-1579-443d-946a-f7bc11768466,e1202062-98b5-445a-98f9-a72c35e6252e,211,null,null,2025-04-21 17:15:15.888601+00
61c6b37e-6e8a-4566-b687-a25f1f7f4b13,e1202062-98b5-445a-98f9-a72c35e6252e,214,null,null,2025-04-21 17:15:33.457461+00
dc5cd704-a958-4419-a8fe-0b31caea28df,e1202062-98b5-445a-98f9-a72c35e6252e,217,null,null,2025-04-21 17:15:50.737116+00
c00e6521-9541-4da2-a666-379e30953d46,e1202062-98b5-445a-98f9-a72c35e6252e,220,null,null,2025-04-21 17:16:05.042924+00
9c35a0d4-984f-4880-849b-74a84b1ee13c,e1202062-98b5-445a-98f9-a72c35e6252e,223,null,null,2025-04-21 17:16:21.851797+00
f65d28a0-7134-40c2-8d9e-676e3bb8f950,e1202062-98b5-445a-98f9-a72c35e6252e,226,null,null,2025-04-21 17:16:38.136089+00
5c267d31-5106-4293-a11d-f53ceb9fe51e,e1202062-98b5-445a-98f9-a72c35e6252e,229,null,null,2025-04-21 17:16:54.566104+00
f4e7f4a1-aded-466e-8918-ed499427fc44,e1202062-98b5-445a-98f9-a72c35e6252e,30,null,null,2025-04-21 17:17:10.98867+00
ca97787e-5b3a-4b59-85a6-e95ac42fb8d8,1ef45d9a-f155-4204-a56a-c784ae0e3833,11,null,null,2025-04-21 17:23:18.350817+00
3c8cd237-d5ba-4398-9877-cd7db0318690,1ef45d9a-f155-4204-a56a-c784ae0e3833,194,null,null,2025-04-21 17:23:29.592238+00
49b81e4e-dcc8-4229-b489-20e40e7a35a1,e1202062-98b5-445a-98f9-a72c35e6252e,145,null,null,2025-04-21 17:23:34.443277+00
51f44f6b-4f3d-4a83-967e-99a6e543bcd6,1ef45d9a-f155-4204-a56a-c784ae0e3833,8,null,null,2025-04-21 17:23:39.587987+00
587f4591-2d99-4969-a62a-d01abf39cec3,e1202062-98b5-445a-98f9-a72c35e6252e,148,null,null,2025-04-21 17:23:50.312976+00
fffa2d96-e734-4436-8d58-db87ad0bb5b8,1ef45d9a-f155-4204-a56a-c784ae0e3833,64,null,null,2025-04-21 17:24:05.715455+00
70633c90-aa6c-4651-b845-7c04442e0635,e1202062-98b5-445a-98f9-a72c35e6252e,151,null,null,2025-04-21 17:24:06.511037+00
bc4b2644-0421-4f7b-a3ca-96710a736cbe,1ef45d9a-f155-4204-a56a-c784ae0e3833,52,null,null,2025-04-21 17:24:20.240854+00
514c08ed-e4ce-4d6e-89ac-001d8ac80849,e1202062-98b5-445a-98f9-a72c35e6252e,154,null,null,2025-04-21 17:24:22.976422+00
780064a0-227f-469f-9cda-8bdf5785d17b,1ef45d9a-f155-4204-a56a-c784ae0e3833,5,0.249674777111631,0.979564491802584,2025-04-21 17:24:32.292565+00
199fc6db-3007-41c9-9890-d31e83526e05,e1202062-98b5-445a-98f9-a72c35e6252e,157,null,null,2025-04-21 17:24:58.097056+00
94a7c991-d417-4609-8370-7426f46c039a,e1202062-98b5-445a-98f9-a72c35e6252e,160,null,null,2025-04-21 17:25:12.913223+00
32b822e7-e227-463e-a92f-ece4e123fec6,e1202062-98b5-445a-98f9-a72c35e6252e,163,null,null,2025-04-21 17:25:28.420194+00
15c5c52b-3d93-49da-97fa-9da6df86a9ca,e1202062-98b5-445a-98f9-a72c35e6252e,100,0.00251994750151447,0.074149643890819,2025-04-21 17:29:09.493669+00
0e66633d-7faa-434b-8fe1-0623b709a74a,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,212,null,null,2025-04-24 16:21:04.667477+00
16e1fd44-c822-4678-ab0c-32cb36bdd601,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,215,null,null,2025-04-24 16:21:25.288616+00
7be7004b-11c5-4529-b1c1-c9ff6bc281f0,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,218,null,null,2025-04-24 16:21:58.003685+00
d0cad512-e923-4049-98ef-0b4aa59e6174,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,221,null,null,2025-04-24 16:22:16.352021+00
5a972d1b-b19e-4e41-b965-70614a4a245e,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,224,null,null,2025-04-24 16:22:31.362412+00
58e5e9e8-1fdb-4fb9-806d-84b8b359ebc8,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,227,null,null,2025-04-24 16:22:51.756021+00
73c227f0-ca09-4fbc-ac45-a456b96b1677,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,230,null,null,2025-04-24 16:23:07.275949+00
84db93c1-043e-4433-8622-32f070aa69d1,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,233,null,null,2025-04-24 16:23:25.685448+00
2a5c327a-8773-4504-8e7b-021d1833007f,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,236,null,null,2025-04-24 16:23:45.721593+00
11dbc4be-6a0c-4a05-89c8-716dfe89f615,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,239,null,null,2025-04-24 16:24:05.107527+00
f7a0e959-ad07-4fd6-8569-934bf273d720,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,242,null,null,2025-04-24 16:24:22.44234+00
5fa6c0b9-19a9-4992-a148-c00689d61751,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,245,null,null,2025-04-24 16:24:47.490566+00
79e2898e-b551-4fe0-b377-7c473eb23dba,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,248,null,null,2025-04-24 16:25:01.092137+00
b632b15e-9e55-4ff3-beac-6da101753b4f,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,251,null,null,2025-04-24 16:25:15.687311+00
9273aef5-9c15-45b8-86be-b2854683e9b0,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,254,null,null,2025-04-24 16:25:35.123097+00
d44cfaac-a40c-4c4d-b44e-e4e99059299a,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,95,null,null,2025-04-24 16:26:01.569821+00
15b4d19f-6fe3-4a83-9a26-ab1a6b094484,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,98,null,null,2025-04-24 16:26:24.07041+00
1c6c1718-67e5-4147-ab7b-1cce2f304359,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,101,null,null,2025-04-24 16:26:38.627139+00
aaaec177-cd39-487d-9a98-36592b75012e,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,104,null,null,2025-04-24 16:26:50.932921+00
ca976bd8-07a3-475e-bbb4-0af97edc69ef,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,107,null,null,2025-04-24 16:27:08.028984+00
3389c167-fb7b-4b65-9c61-ff2ca6d7dda4,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,110,null,null,2025-04-24 16:27:23.066395+00
f17b1acd-62f1-478a-84e6-510fe78316de,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,113,null,null,2025-04-24 16:27:38.622474+00
d04c5318-cb95-4067-9827-27d87b0818f5,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,116,null,null,2025-04-24 16:27:50.701482+00
e246bf6c-f5f9-4aa8-b758-ba895814aa6c,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,119,null,null,2025-04-24 16:28:03.872055+00
bd8d77d0-c3b1-4f27-b9d5-6f4835658887,12fe94cb-f2f0-4ad0-a030-6c936c6c629e,122,null,null,2025-04-24 16:28:14.739847+00
